CLIENT,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
181,1,71,0,1,1,,,,,549.2064286,36.61321429,,,,,377.6235714,377.6203571,7,6,13.96428571,13.96428571,0,0,11.78571429,2,2,0,0,1,0,0,1,0,0,12.94357143
937,1,65,80,1,,,,,,361.5896429,,,,,,378.0742857,378.0742857,2,2,433.0357143,433.0357143,107.1428571,0,322.6428571,8,8,1,0,6,0,0,0,0,0,0
1256,1,6,149,1,,,1,1,,237.1485714,,,0,426.4360714,,382.7128571,262.5953571,13,8,433.0478571,262.5953571,0,0,139.3928571,17,8,0,0,4,0,0,0,0,0,0
762,1,38,103,1,,1,,,,1077.346071,,0,,,,385.0521429,385.0521429,3,3,405.75,405.75,392.8571429,0,10.71428571,6,6,3,0,1,0,1,0,0,0.214285714,0
1165,0,21,73,1,,,,,,19180.76607,,,,,,385.7160714,385.7160714,3,3,343.7482143,343.7482143,78.57142857,93.74821429,171.4285714,22,22,6,13,3,0,1,0,0,3.821428571,0
285,0,76,249,1,,,,,,89.44571429,,,,,,388.6432143,388.6432143,2,2,395.1428571,395.1428571,382.1428571,7.107142857,0,6,6,2,1,0,0,1,0,0,5.642857143,0
1558,0,42,48,2,,,,,,347.0753571,,,,,,388.735,388.735,3,3,545.2685714,545.2685714,375,30.76857143,139.2857143,14,14,7,5,1,0,0,1,0,0,8.5
282,1,50,152,1,1,,1,,,750.2471429,6746.3125,,0,,,389.1582143,384.7546429,4,2,393.5357143,393.5357143,71.42857143,0,319.0714286,7,7,1,0,5,0,1,0,0,7.356785714,0
380,0,37,176,1,,,,,,2804.529286,,,,,,390.2275,390.2275,2,2,0.892857143,0.892857143,0,0,0,1,1,0,0,0,0,0,1,0,0,15.82142857
1000,1,61,1,1,,,,,,55934.02036,,,,,,390.2775,390.2775,2,2,1950.535714,1950.535714,160.7142857,0,0,4,4,2,0,0,0,0,1,0,0,11.71428571
1290,1,65,252,1,,,1,,,17862.91929,,,335.5207143,,,390.7153571,390.7153571,6,6,264.0535714,264.0535714,0,70.91071429,186,8,8,0,6,1,0,0,0,0,0,0
271,1,24,70,1,2,1,,,,0.001428571,3822.741786,4394.670714,,,,391.6578571,242.8232143,7,5,123.8053571,123.8053571,0,0,120.4125,8,8,0,0,7,0,1,1,0,3.573928571,6.642857143
776,1,33,152,2,1,1,,,,0,10977.92679,11162.43964,,,,393.0678571,392.8942857,4,3,339.4257143,339.4257143,0,0,334.7471429,9,9,0,0,8,0,0,1,0,0,3.148928571
1417,0,52,151,1,1,,,,,633.5125,2632.445357,,,,,393.42,393.3978571,3,2,303.0357143,303.0357143,192.8571429,0,106.7857143,7,7,3,0,3,0,1,0,0,14.82142857,0
825,1,32,152,1,,,,,,28.57142857,,,,,,395.1435714,395.1435714,2,2,431,431,428.5714286,0,0,3,3,2,0,0,0,0,0,0,0,0
711,0,26,150,1,,,,,,111.1267857,,,,,,396.0735714,396.0735714,3,3,704.9428571,704.9428571,0,369.7071429,0,4,4,0,1,0,0,0,0,0,0,0
252,1,45,79,1,1,,,,,130.7335714,8247.858214,,,,,398.1464286,0.033214286,5,1,969.7142857,969.7142857,0,775.0714286,190.6071429,5,5,0,1,3,0,1,0,0,5.638571429,0
136,1,33,52,1,,,,,,564.9810714,,,,,,399.0728571,399.0728571,2,2,96.64285714,96.64285714,0,0,95.10714286,4,4,0,0,3,0,0,0,0,0,0
1344,1,21,100,1,,,1,,,33954.50286,,,0,,,402.2885714,402.2885714,5,5,690.3285714,690.3285714,267.8571429,63.38928571,355.6892857,15,15,2,3,9,0,1,0,0,2.857142857,0
771,0,6,66,1,,2,,,,17.62571429,,0,,,,402.8667857,402.8667857,2,2,348.1428571,348.1428571,196.4285714,0,149.1071429,5,5,1,0,3,0,0,0,0,0,0
1409,0,10,149,1,,,1,,,62.53928571,,,0,,,402.9028571,402.9028571,2,2,103.4642857,103.4642857,0,0,100.0714286,3,3,0,0,2,0,0,1,0,0,4.852142857
213,0,47,151,1,,,,,,2462.121786,,,,,,403.2525,403.2525,3,3,388.8928571,388.8928571,64.28571429,0,324.6071429,2,2,1,0,1,0,0,1,0,0,19.10714286
1347,1,23,70,1,,,1,,,11238.1775,,,118.4496429,,,403.5607143,403.5607143,4,4,425.9642857,425.9642857,357.1428571,0,65.42857143,8,8,3,0,4,0,0,1,0,0,21.03571429
720,1,21,150,1,,,,,,0,,,,,,406.2510714,406.2510714,4,4,487.1071429,487.1071429,482.1428571,0,0,7,7,4,0,0,0,0,1,0,0,10.1575
139,0,74,64,1,,,1,1,,1653.963214,,,0,940.5742857,,406.5010714,398.9021429,13,8,466.9139286,400.7628571,303.5714286,59.75535714,25.71428571,18,11,2,3,1,0,0,0,0,0,0
404,0,25,63,1,,,,,,60.05178571,,,,,,406.6882143,406.6882143,3,3,1153.357143,1153.357143,1107.142857,0,42.03571429,18,18,7,0,2,0,0,1,0,0,21
888,0,46,150,1,,,,,,137.5217857,,,,,,407.6814286,407.6814286,4,4,387.6785714,387.6785714,357.1428571,0,0,5,5,1,0,0,0,0,0,0,0,0
1582,0,51,237,2,,,1,1,,2.454285714,,,698.2592857,2.357142857,,408.1685714,229.4760714,13,6,362.0971429,229.4760714,0,0,107.0357143,16,6,0,0,2,0,0,1,0,0,12.17071429
848,1,34,23,1,,,,1,,49.75678571,,,,0,,409.7492857,407.3628571,6,2,1960.142857,1957.785714,1857.142857,95.64285714,0,17,13,6,4,0,0,0,0,0,0,0
21,0,24,60,1,1,,,,,434.7425,173499.8629,,,,,409.8507143,409.3003571,3,2,505.6535714,505.6535714,178.5714286,259.1892857,64.28571429,22,22,4,14,3,0,1,0,0,3.607142857,0
988,0,47,28,1,,,,,,705.8725,,,,,,410.7192857,410.7192857,2,2,387.7582143,387.7582143,178.5714286,46.86535714,157.1428571,7,7,1,2,3,0,0,0,0,0,0
1396,1,56,16,1,1,3,1,,,4.704642857,26270.41036,9335.085714,0,,,410.7314286,410.7314286,2,2,695.9821429,695.9821429,457.1428571,0,235.4464286,9,9,3,0,5,1,1,0,3.066428571,0.214285714,0
238,1,24,256,1,,,,,,563.4078571,,,,,,412.4685714,412.4685714,3,3,491.2964286,491.2964286,214.2857143,26.71071429,68.42857143,12,12,2,2,5,0,0,0,0,0,0
770,1,37,80,1,,,,,,1.408214286,,,,,,413.43,413.43,3,3,408.3214286,408.3214286,196.4285714,0,209.7142857,3,3,1,0,1,1,0,0,1.595357143,0,0
1415,1,67,28,1,1,1,,,,6512.073571,18677.39964,501.0785714,,,,414.0360714,412.5092857,4,3,303,303,107.1428571,0,193.6785714,4,4,1,0,2,1,1,0,0.498214286,0.321428571,0
838,1,24,181,1,,,1,,,54.48214286,,,0,,,414.825,414.825,4,4,781.5925,781.5925,107.1428571,338.075,335.6246429,20,20,1,13,5,0,0,1,0,0,3.892857143
49,0,46,19,2,,,,,,4.145357143,,,,,,415.7382143,415.7382143,9,9,111.7142857,111.7142857,0,0,108.6785714,3,3,0,0,2,0,1,0,0,15.24642857,0
395,0,49,150,1,,,1,,,102.7571429,,,0,,,416.9228571,382.0642857,7,5,468.1471429,433.405,275,113.0107143,0,16,13,4,5,0,0,1,0,0,7,0
896,1,23,99,1,,,,,,1743.738571,,,,,,417.5582143,416.6371429,3,2,640.2621429,639.1785714,535.7142857,0,101.9285714,6,5,1,0,2,0,0,0,0,0,0
882,1,36,150,1,1,1,,,,51.97178571,19147.45464,11207.17321,,,,418.0507143,416.8628571,3,2,1020.282143,1020.282143,0,281.0321429,736.75,14,14,0,8,5,0,0,0,0,0,0
1154,1,82,151,1,,,,,,10.64464286,,,,,,418.9014286,418.9014286,2,2,269.6035714,269.6035714,71.42857143,132.925,62.64285714,11,11,1,6,3,0,1,0,0,12.51892857,0
662,0,8,56,1,,,,,,0,,,,,,419.0128571,419.0128571,3,3,310.8503571,310.695,303.6946429,0,0,6,5,3,0,0,0,0,1,0,0,13.85714286
857,0,61,171,1,,,,,,983.3739286,,,,,,420.7589286,420.7589286,2,2,367.1428571,367.1428571,0,0,363.5357143,9,9,0,0,8,0,0,0,0,0,0
740,0,71,1,1,,2,,,,314.6092857,,24739.06429,,,,420.7635714,420.7635714,2,2,876.5357143,876.5357143,857.1428571,0,17.85714286,6,6,2,0,1,0,0,0,0,0,0
553,1,43,152,1,,,,,,3274.0575,,,,,,421.6814286,421.6814286,2,2,461.9285714,461.9285714,232.1428571,0,226.9642857,6,6,1,0,4,0,0,1,0,0,29.78107143
683,0,55,101,1,,,,,,2052.3625,,,,,,428.5717857,428.5717857,3,3,437.4789286,437.4789286,357.1428571,78.1575,0,7,7,3,2,0,1,0,0,0.192321429,0,0
552,1,43,136,1,,,,,,730.9875,,,,,,428.5742857,428.5742857,2,2,411.7575,411.7575,242.8571429,152.7932143,10.71428571,25,25,7,13,1,0,0,0,0,0,0
335,1,50,138,1,,,,,,157.9239286,,,,,,428.5753571,428.5753571,4,4,840.7428571,840.7428571,107.1428571,403.6,327.7142857,15,15,2,7,5,0,0,1,0,0,4.25
1434,0,76,268,2,3,,,,,13808.47286,10698.81321,,,,,429.9164286,428.6017857,4,3,632.1489286,632.1489286,85.71428571,209.7607143,329.1428571,38,38,7,22,3,0,0,0,0,0,0
72,1,47,129,1,,,,,,1377.374286,,,,,,430.8242857,430.8242857,4,4,1261.107143,1261.107143,357.1428571,0,880.1071429,13,13,1,0,10,0,0,0,0,0,0
236,0,37,168,1,,,,,,561.1032143,,,,,,433.3582143,433.3582143,3,3,512.7392857,512.7392857,450,35.34642857,21.42857143,25,25,11,3,1,0,1,1,0,4.821428571,32.13285714
96,1,30,151,1,1,2,,,,22.32857143,2077.6125,14285.71429,,,,438.7257143,438.2985714,3,2,110.3571429,110.3571429,0,0,108.5714286,3,3,0,0,2,0,1,0,0,6.107142857,0
525,1,31,54,1,1,4,,,,0.388214286,3845.991786,31884.50929,,,,442.7532143,442.2196429,4,3,881.2857143,881.2857143,357.1428571,0,519.75,6,6,1,0,4,1,1,1,5.942857143,2.108214286,7.586428571
363,1,33,59,1,,,,,,7169.007143,,,,,,443.0557143,443.0557143,2,2,468.6785714,468.6785714,0,447.4285714,17.85714286,6,6,0,4,1,0,0,0,0,0,0
1593,0,34,150,1,1,,,,,2780.175,2650.870357,,,,,444.0264286,442.615,3,2,339.6667857,339.6667857,0,62.57857143,274.6953571,11,11,0,6,4,0,0,0,0,0,0
137,0,63,168,3,,1,,,,185.7221429,,0,,,,447.1128571,447.1128571,2,2,503.9807143,503.9807143,178.5714286,255.9092857,67.42857143,11,11,1,6,3,0,1,0,0,9.392857143,0
938,1,57,33,1,1,2,,,,7.576785714,52743.09071,0,,,,448.4671429,448.465,3,2,470.5285714,470.5285714,85.71428571,221.5285714,163.2857143,17,17,2,9,6,0,1,1,0,4.928571429,7.812142857
1362,0,76,53,1,1,,,1,,21933.97143,42857.73,,,352.3739286,,449.4085714,427.7610714,6,2,580.8553571,577.4485714,410.7142857,132.3771429,12.67857143,23,20,6,10,1,0,1,0,0,2.857142857,0
512,1,38,181,1,,,,,,825.4510714,,,,,,449.8582143,449.8582143,4,4,571.4214286,571.4214286,207.1428571,190.9571429,171.4285714,25,25,5,15,2,1,0,0,0.743035714,0,0
20,1,27,181,1,1,,,,,2194.472143,18302.0625,,,,,452.6175,451.55,4,3,221.4285714,221.4285714,107.1428571,10.71428571,103.5714286,7,7,3,1,3,0,1,0,0,3.8225,0
1351,0,40,149,1,1,5,,,,45.98107143,7402.633929,932.4157143,,,,454.6146429,449.305,3,2,403.6642857,403.6642857,0,107.7357143,293.4285714,14,14,0,7,6,0,0,0,0,0,0
1081,0,27,173,1,,,,,,5.342857143,,,,,,457.6807143,457.6807143,3,3,165.7178571,165.7178571,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1214,0,41,19,2,,2,,,,2102.161429,,9584.659643,,,,458.1171429,458.1171429,2,2,642.6071429,642.6071429,142.8571429,39.56071429,260.8214286,16,16,1,2,10,0,1,0,0,1.785714286,0
519,1,17,151,1,,,,,,210.8446429,,,,,,458.9703571,458.9703571,2,2,486.6496429,486.6496429,364.2857143,89.09571429,30.66107143,10,10,3,2,3,0,1,1,0,5.892857143,5.5
593,1,42,169,1,,,,,,1.480714286,,,,,,459.7996429,459.7996429,2,2,1142.628571,1142.628571,0,164.0928571,975.1428571,9,9,0,3,5,0,0,1,0,0,8.5
608,1,35,157,1,1,,,,,347.3657143,29191.295,,,,,460.9189286,459.8367857,4,3,460.6210714,460.6210714,321.4285714,35.97821429,100.9285714,8,8,2,1,4,1,0,1,3.20375,0,7.753928571
425,1,72,150,1,,,,,,1313.513214,,,,,,465.0207143,465.0207143,3,3,436.1432143,436.1432143,250,0,185.7146429,6,6,1,0,4,0,0,0,0,0,0
1542,0,56,62,1,1,,,1,,54.0375,7554.286786,,,0.714285714,,465.0478571,452.3542857,6,2,2.142857143,0.714285714,0,0,0.714285714,3,1,0,0,1,0,0,0,0,0,0
1476,1,41,208,1,,11,,,,1138.530357,,24442.24214,,,,467.2221429,467.2221429,3,3,524.3928571,524.3928571,196.4285714,142.9285714,181.5714286,12,12,2,5,4,0,0,0,0,0,0
751,1,59,20,1,,,,,,38.65571429,,,,,,470.9039286,470.9039286,3,3,1014.760714,1014.760714,357.1428571,490.1178571,165.2142857,9,9,1,3,4,0,0,0,0,0,0
879,1,37,35,1,,,,,,3871.886786,,,,,,473.5410714,473.5410714,2,2,1007.139286,1007.139286,535.7142857,178.1035714,290.8214286,17,17,2,9,5,0,0,0,0,0,0
220,0,51,29,1,,,1,,1,252.3603571,,,0,,293.5996429,476.4721429,455.4321429,4,3,324.25,319.2142857,0,0,275.6785714,9,7,0,0,5,0,0,0,0,0,0
895,0,22,25,1,1,,,,,997.9667857,26797.11929,,,,,478.3503571,464.8385714,4,2,542.3214286,542.3214286,535.7142857,0,6.607142857,4,4,3,0,1,0,1,0,0,4.286785714,0
1027,0,64,150,1,,,,,,5265.116786,,,,,,478.82,478.82,2,2,462.7439286,462.7439286,0,73.61857143,385.5182143,18,18,0,12,5,0,1,0,0,0.892857143,0
26,0,27,24,1,,1,1,,,1868.234286,,61064.28571,0,,,480.7871429,480.7871429,3,3,476.7142857,476.7142857,457.1428571,0,16.17857143,7,7,4,0,2,0,0,0,0,0,0
554,1,40,150,1,,,,,,2032.232857,,,,,,482.1482143,482.1482143,3,3,618.4642857,618.4642857,285.7142857,0,330.4642857,7,7,2,0,4,0,1,0,0,1.785714286,0
1492,1,56,200,1,,2,,,,6.057857143,,9021.251071,,,,482.6446429,482.6446429,2,2,552.3214286,552.3214286,410.7142857,0,138.5714286,8,8,2,0,5,1,0,0,0.815535714,0,0
1036,0,68,19,1,1,,,,,819.3517857,32160.16571,,,,,483.4485714,478.0646429,4,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1437,1,67,62,1,,,,,,323.1082143,,,,,,485.0035714,485.0035714,6,6,203.3571429,203.3571429,0,73.17857143,126.7857143,5,5,0,2,2,0,0,0,0,0,0
1235,1,65,97,1,1,6,,,,27.67214286,5936.270714,10492.55393,,,,485.4621429,484.3025,3,2,393.6785714,393.6785714,250,0,143.25,8,8,1,0,6,0,0,0,0,0,0
499,0,53,212,1,,,1,,,949.6864286,,,97.91107143,,,485.7153571,485.7153571,5,5,729.5557143,729.5557143,35.71428571,518.1557143,174.4357143,37,37,1,32,3,1,0,0,0.570178571,0,0
1513,0,87,149,1,1,6,,,,0,17859.75786,3732.142857,,,,487.6471429,478.2292857,4,3,26,26,0,26,0,2,2,0,2,0,0,0,1,0,0,13.31571429
387,1,36,149,1,,1,,,,486.9907143,,4454.228571,,,,489.9671429,489.9671429,2,2,502.3928571,502.3928571,442.8571429,0,57.14285714,4,4,1,0,2,0,0,1,0,0,10.31035714
470,0,79,128,1,,,,,,20.6075,,,,,,491.7210714,491.7210714,4,4,931.1357143,931.1357143,0,847.8142857,79.5,16,16,0,8,5,0,0,1,0,0,10.60714286
619,1,40,174,1,1,2,,,,3764.539286,7812.512857,169.6746429,,,,493.24,484.5985714,4,2,180.7225,180.7225,0,0,180.7225,2,2,0,0,2,0,0,0,0,0,0
1286,1,39,181,1,,3,,,,5612.3525,,3567.839643,,,,499.5442857,499.5442857,5,5,505.0678571,505.0678571,392.8571429,36.13928571,75.21428571,13,13,3,4,5,0,0,0,0,0,0
1552,1,50,89,1,,,,,,1771.466786,,,,,,500.0017857,500.0017857,2,2,493.1217857,493.1217857,0,306.3360714,183.3928571,9,9,0,4,4,1,0,0,6.901071429,0,0
162,0,51,123,1,,,,,,1.964642857,,,,,,500.0378571,500.0378571,2,2,380.7857143,380.7857143,178.5714286,0,202.2142857,6,6,3,0,3,0,0,0,0,0,0
6,0,24,19,1,,,,,1,4.297142857,,,,,1982.071071,501.1314286,448.4292857,3,2,436.2857143,429.6785714,357.1428571,0,0,8,6,1,0,0,0,0,0,0,0,0
203,0,57,181,1,,,,,,10.77285714,,,,,,503.5746429,503.5746429,2,2,556.3928571,556.3928571,553.5714286,0,0,11,11,6,0,0,1,1,1,0.641607143,16.94535714,5.714285714
75,1,59,57,1,1,35,,,,3707.065714,5589.0225,4392.478571,,,,503.6742857,496.2525,5,2,511.2857143,511.2857143,53.57142857,188.6785714,266.5357143,13,13,1,6,5,1,0,0,0.004821429,0,0
634,0,31,81,1,2,,,,,41.86178571,47652.55107,,,,,507.3139286,44.64678571,4,2,92.85714286,92.85714286,92.85714286,0,0,1,1,1,0,0,0,1,0,0,6.857142857,0
885,1,32,151,1,,,,,,3641.432143,,,,,,507.9478571,507.9478571,2,2,436.5321429,436.5321429,0,61.175,364.8214286,10,10,0,2,6,0,0,0,0,0,0
526,1,73,40,1,,,,,1,237.4757143,,,,,7142.857143,509.7721429,359.1796429,4,3,364.3928571,361.5714286,0,0,123.5,6,5,0,0,3,0,0,0,0,0,0
1198,1,34,144,1,,,,,,3378.41,,,,,,512.5310714,512.5310714,5,5,662.7571429,662.7571429,535.7142857,22.32857143,100.8214286,15,15,5,1,5,0,0,0,0,0,0
686,1,57,51,1,,,,,,1146.879643,,,,,,513.3592857,513.3592857,3,3,496.74,496.74,0,0,119.2185714,7,7,0,0,5,1,1,1,0.629285714,8.392857143,18.78571429
1171,0,27,119,1,,,,,,5.6325,,,,,,515.7878571,515.7878571,4,4,421.8214286,421.8214286,60.71428571,238.8928571,121.7857143,10,10,2,3,4,0,0,0,0,0,0
645,1,63,144,1,,,,,,14.29785714,,,,,,517.8964286,517.8964286,3,3,173.0714286,173.0714286,0,0,168.1785714,5,5,0,0,3,0,0,0,0,0,0
245,1,26,183,1,,,,,,284.3885714,,,,,,519.7157143,519.7157143,3,3,963.2392857,963.2392857,857.1428571,103.9178571,0,14,14,3,9,0,0,0,1,0,0,5.685357143
492,0,24,139,1,,,,1,,8846.825714,,,,0.464285714,,520.0707143,490.2910714,8,3,1111.118929,966.0689286,278.5714286,0,663.9285714,34,25,11,0,6,0,1,1,0,13.21428571,1.071428571
1483,1,69,41,1,,,,,,856.2492857,,,,,,522.0367857,522.0367857,2,2,541.075,541.075,339.2857143,26.78928571,142.8571429,11,11,3,2,2,0,0,1,0,0,11.71821429
1175,0,21,233,1,,,,,,25428.11143,,,,,,527.9296429,527.9296429,3,3,887.8178571,887.8178571,635.7142857,27.10357143,221.4285714,14,14,7,3,3,1,1,1,7.892857143,5.179642857,12.78571429
134,1,32,128,1,,,,,1,2809.197857,,,,,7237.215357,528.7110714,433.4292857,3,2,403.8214286,401,285.7142857,0,0,6,5,2,0,0,0,0,1,0,0,20.14
547,0,52,31,1,1,1,,,,4446.794643,1253.660714,33004.46143,,,,528.9292857,526.3135714,3,2,325.9857143,325.9857143,0,102.0928571,222.8214286,11,11,0,2,8,1,0,0,2.142321429,0,0
1140,0,75,6,1,,,,,,2538.931429,,,,,,535.3967857,535.3967857,5,5,725.4978571,725.4978571,50,318.355,357.1428571,19,19,5,13,1,0,0,0,0,0,0
1299,0,24,72,1,,,,,,1725.371071,,,,,,535.7153571,535.7153571,2,2,141.1785714,141.1785714,0,0,137.7857143,4,4,0,0,3,0,0,1,0,0,13.11928571
1452,0,36,15,1,,,,,,6772.471429,,,,,,535.7160714,535.7160714,2,2,529.6857143,529.6857143,0,0,0,3,3,0,0,0,0,0,0,0,0,0
518,0,52,115,1,,,,,,1704.711786,,,,,,535.7164286,535.7164286,3,3,556.3642857,556.3642857,125,358.0428571,41.67857143,14,14,2,7,2,0,1,1,0,4.928571429,12.20821429
1556,1,60,162,1,,,,1,,18.70964286,,,,-15.47928571,,535.7167857,535.7167857,3,3,476.25,476.25,0,0,476.25,4,4,0,0,4,0,0,0,0,0,0
438,0,30,217,1,,,,,,8206.767143,,,,,,536.4296429,536.4296429,3,3,480.6857143,480.6857143,300,89.00714286,89.28571429,17,17,4,8,2,0,1,1,0,4.285714286,18.1725
1596,1,49,78,1,1,,,,,69.16928571,7168.960714,,,,,539.97,535.7546429,3,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,1,0,0,9.821428571
177,0,22,71,1,,,,,,3515.777143,,,,,,540.5871429,540.5871429,2,2,180.9642857,180.9642857,0,0,178.5714286,3,3,0,0,2,0,0,0,0,0,0
287,1,32,104,1,,,,,,1681.391786,,,,,,541.4475,541.4475,5,5,471.8478571,471.8478571,0,173.4546429,296.9646429,24,24,0,20,3,1,0,0,18.48678571,0,0
147,1,25,176,1,,,,,,125.5625,,,,,,542.9378571,542.9378571,4,4,205.7142857,205.7142857,17.85714286,2.142857143,185.7142857,6,6,1,1,4,0,0,1,0,0,15.61321429
1425,0,32,66,1,,4,1,,,645.7096429,,10888.25679,0,,,543.4471429,543.4471429,2,2,539.9685714,539.9685714,21.42857143,0,494.7185714,10,10,1,0,5,0,1,1,0,6.285714286,24.25
666,1,59,101,1,,1,,,,13806.56929,,25462.56179,,,,545.7160714,545.7160714,4,4,734.3571429,734.3571429,0,0,729.7142857,26,26,0,0,25,0,1,0,0,6.785714286,0
529,0,33,61,1,1,,,,,2014.426786,36183.43357,,,,,547.9475,547.1978571,4,3,329.2857143,329.2857143,0,0,329.0714286,4,4,0,0,3,1,1,0,0.976964286,1.786785714,0
1383,1,39,26,1,1,6,,,,199.8210714,2582.329286,0,,,,551.69,548.4903571,3,2,753.5357143,753.5357143,714.2857143,0,35.71428571,5,5,1,0,2,1,1,0,10.90982143,4.642857143,0
1285,1,76,4,1,,,,,,84.30357143,,,,,,552.2146429,552.2146429,2,2,570.4157143,570.4157143,25,69.52285714,470.7142857,12,12,1,8,2,0,0,0,0,0,0
1495,1,50,8,1,1,,,,,293.1660714,323.3885714,,,,,555.4510714,554.5557143,4,3,592.0803571,592.0803571,250,0,339.6875,5,5,2,0,2,0,0,1,0,0,5.920357143
1058,1,79,145,1,1,1,,,,431.3464286,6657.720357,4239.060357,,,,557.1107143,555.8367857,3,2,448.6071429,448.6071429,285.7142857,0,160.7142857,4,4,1,0,2,0,0,1,0,0,27.32357143
915,1,59,180,1,,1,1,,,33.43214286,,13680.27714,175.5996429,,,558.9314286,558.9314286,2,2,664.5357143,664.5357143,178.5714286,0,485.1071429,10,10,1,0,8,1,0,0,3.490535714,0,0
23,1,4,160,1,2,4,1,,,22.96714286,25325.43786,868.7035714,333.4007143,,,559.1042857,559.0246429,4,3,945.715,945.715,107.1428571,529.3792857,309.1928571,33,33,1,26,6,0,0,1,0,0,8.25
1469,0,32,15,1,1,4,,,,32.54357143,9686.631071,0,,,,560.1278571,555.5128571,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,22.7425,0.214285714,0
428,1,49,102,2,,,,,,3779.613214,,,,,,560.6892857,560.6892857,3,3,1242.783929,1242.783929,714.2857143,0,525.7839286,12,12,3,0,7,0,1,0,0,2.714285714,0
1238,1,50,54,1,,,,,,602.6167857,,,,,,560.7171429,560.7171429,3,3,1000.567857,1000.567857,678.5714286,211.4607143,107.1428571,21,21,3,16,1,0,0,1,0,0,12.6725
754,0,36,196,1,,,,,,13.0425,,,,,,565.7867857,565.7867857,2,2,3.012857143,3.012857143,0,0,0,2,2,0,0,0,0,1,1,0,39.27678571,9.176785714
83,0,43,111,1,3,7,,,,14.855,90800.88214,0,,,,569.7671429,568.7203571,4,3,225.0714286,225.0714286,0,0,224.3928571,4,4,0,0,3,0,1,1,0,5.25,28.68535714
997,0,71,62,1,2,,,,,273.6860714,9222.918571,,,,,571.3096429,548.645,5,4,3099.310714,599.3107143,392.8571429,107.8464286,96.42857143,12,11,3,4,2,0,0,0,0,0,0
742,1,45,104,1,,,,,,267.5435714,,,,,,571.4289286,571.4289286,2,2,567.4142857,567.4142857,0,0,142.8571429,4,4,0,0,1,0,0,0,0,0,0
1224,1,90,151,1,,,,,,116.3314286,,,,,,571.5132143,571.5132143,2,2,7801.615357,7801.615357,3271.428571,3292.765,170.3928571,40,40,9,17,6,0,1,0,0,0.214285714,0
1381,1,38,135,1,,,,,,144.8714286,,,,,,571.6182143,571.6182143,3,3,57.07142857,57.07142857,10.71428571,46.35714286,0,6,6,1,5,0,0,0,0,0,0,0
670,0,88,110,1,,,,,,13.92928571,,,,,,571.9303571,571.9303571,3,3,237.6721429,237.6721429,50,39.45714286,148.215,15,15,4,9,2,0,0,0,0,0,0
905,1,37,11,1,,,,,,4899.048214,,,,,,573.8610714,573.8610714,2,2,634.8453571,634.8453571,0,0,631.4525,2,2,0,0,1,1,1,1,1.761071429,0.892857143,13.16678571
597,1,69,12,1,,,1,,,4552.889643,,,482.6128571,,,574.9003571,502.9432143,11,9,743.8635714,489.4925,89.28571429,169.7785714,157.0067857,20,14,3,3,4,0,0,0,0,0,0
1190,0,26,64,1,,,,,,53.38571429,,,,,,575.0003571,575.0003571,9,9,575,575,575,0,0,8,8,8,0,0,0,0,1,0,0,4.512142857
1323,0,70,213,1,,,,,,325.3625,,,,,,575.4332143,575.4332143,5,5,252.75,252.75,0,120.6071429,132.1428571,6,6,0,4,2,0,0,1,0,0,9.928571429
1519,1,41,4,1,,,1,,,165.2125,,,1076.430357,,,582.0442857,437.5935714,8,6,696.6153571,437.5935714,178.5714286,0,110.75,10,6,1,0,2,0,1,0,0,0.428571429,0
1030,0,27,164,2,1,,,,,8055.420357,37569.46679,,,,,583.9103571,566.0725,4,2,563.6267857,563.6267857,0,128.1767857,414.25,19,19,0,10,7,0,1,1,0,7.821428571,8.428571429
275,1,73,2,1,,,,,,5221.425714,,,,,,592.0360714,592.0360714,5,5,611.9285714,611.9285714,182.1428571,0,417.4285714,13,13,5,0,2,0,1,0,0,6.428571429,0
638,1,1,31,1,,,1,,,89.25,,,0,,,592.8282143,592.8282143,2,2,885.9785714,885.9785714,535.7142857,140.7285714,23.64285714,9,9,1,4,1,0,0,0,0,0,0
215,1,32,94,1,,,,,,12891.62679,,,,,,601.3675,601.3675,3,3,645.6785714,645.6785714,250,14.25,378.8214286,9,9,1,1,6,0,0,1,0,0,12.51178571
182,1,64,187,1,,,,,,443.9885714,,,,,,606.54,606.54,7,7,962.6625,962.6625,225,578.8057143,158.8567857,43,43,8,32,3,1,0,0,5.793928571,0,0
